trigger_policy,quality_id,disturbance_family,severity,horizon,n,completion,progress,retries,wakes,false_wakes,late_wakes,wasted_wakes,thrash,trigger_precision,trigger_recall,cost_proxy,storage_reads,storage_writes,storage_bytes,storage_age,escalation_event,escalation_failure
EVENT_DRIVEN,Q04_DELAY1,RESTRICTION_CHANGE,LOW,8,48,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,164.5,7.0,1.0,0.0
EVENT_DRIVEN,Q04_DELAY1,RESTRICTION_CHANGE,LOW,12,48,1.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.5,1.0,1.0,164.5,9.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,AVAILABILITY_LOSS,HIGH,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,167.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,AVAILABILITY_LOSS,HIGH,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,167.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,AVAILABILITY_LOSS,HIGH,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,167.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,AVAILABILITY_LOSS,LOW,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,167.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,AVAILABILITY_LOSS,LOW,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,167.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,AVAILABILITY_LOSS,LOW,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,167.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,15.5,1.0,1.0,166.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,15.5,1.0,1.0,166.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,15.5,1.0,1.0,166.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,13.5,1.0,1.0,166.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,13.5,1.0,1.0,166.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,13.5,1.0,1.0,166.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,POSE_SHIFT,HIGH,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,15.5,1.0,1.0,161.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,POSE_SHIFT,HIGH,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,15.5,1.0,1.0,161.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,POSE_SHIFT,HIGH,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,15.5,1.0,1.0,161.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,POSE_SHIFT,LOW,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,15.5,1.0,1.0,161.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,POSE_SHIFT,LOW,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,15.5,1.0,1.0,161.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,POSE_SHIFT,LOW,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,15.5,1.0,1.0,161.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,RESTRICTION_CHANGE,HIGH,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,164.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,RESTRICTION_CHANGE,HIGH,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,164.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,RESTRICTION_CHANGE,HIGH,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,164.5,7.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,RESTRICTION_CHANGE,LOW,4,48,1.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,164.5,3.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,RESTRICTION_CHANGE,LOW,8,48,1.0,9.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,164.5,5.0,1.0,0.0
EVENT_DRIVEN,Q05_DELAY3,RESTRICTION_CHANGE,LOW,12,48,1.0,13.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.5,1.0,1.0,164.5,7.0,1.0,0.0
EVENT_DRIVEN,Q06_FALSE3,AVAILABILITY_LOSS,HIGH,4,48,1.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,667.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,AVAILABILITY_LOSS,HIGH,8,48,1.0,12.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,667.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,AVAILABILITY_LOSS,HIGH,12,48,1.0,16.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,667.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,AVAILABILITY_LOSS,LOW,4,48,1.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,667.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,AVAILABILITY_LOSS,LOW,8,48,1.0,12.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,667.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,AVAILABILITY_LOSS,LOW,12,48,1.0,16.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,667.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,2.0,1.0,0.0,2.0,0.0,0.5,1.0,32.0,2.0,4.0,666.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,2.0,1.0,0.0,2.0,0.0,0.5,1.0,32.0,2.0,4.0,666.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,2.0,1.0,0.0,2.0,0.0,0.5,1.0,32.0,2.0,4.0,666.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,2.0,1.0,0.0,2.0,0.0,0.5,1.0,30.0,2.0,4.0,666.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,2.0,1.0,0.0,2.0,0.0,0.5,1.0,30.0,2.0,4.0,666.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,2.0,1.0,0.0,2.0,0.0,0.5,1.0,30.0,2.0,4.0,666.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,POSE_SHIFT,HIGH,4,48,1.0,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,1.0,26.0,2.0,4.0,661.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,POSE_SHIFT,HIGH,8,48,1.0,12.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,1.0,26.0,2.0,4.0,661.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,POSE_SHIFT,HIGH,12,48,1.0,16.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,1.0,26.0,2.0,4.0,661.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,POSE_SHIFT,LOW,4,48,1.0,8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,1.0,26.0,2.0,4.0,661.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,POSE_SHIFT,LOW,8,48,1.0,12.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,1.0,26.0,2.0,4.0,661.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,POSE_SHIFT,LOW,12,48,1.0,16.0,0.0,2.0,1.0,0.0,1.0,0.0,0.5,1.0,26.0,2.0,4.0,661.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,RESTRICTION_CHANGE,HIGH,4,48,1.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,664.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,RESTRICTION_CHANGE,HIGH,8,48,1.0,12.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,664.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,RESTRICTION_CHANGE,HIGH,12,48,1.0,16.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,664.0,9.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,RESTRICTION_CHANGE,LOW,4,48,1.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,664.0,5.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,RESTRICTION_CHANGE,LOW,8,48,1.0,12.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,664.0,7.0,2.0,0.0
EVENT_DRIVEN,Q06_FALSE3,RESTRICTION_CHANGE,LOW,12,48,1.0,16.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,1.0,26.0,2.0,4.0,664.0,9.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,AVAILABILITY_LOSS,HIGH,4,48,1.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,502.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,AVAILABILITY_LOSS,HIGH,8,48,1.0,11.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,502.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,AVAILABILITY_LOSS,HIGH,12,48,1.0,15.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,502.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,AVAILABILITY_LOSS,LOW,4,48,1.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,502.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,AVAILABILITY_LOSS,LOW,8,48,1.0,11.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,502.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,AVAILABILITY_LOSS,LOW,12,48,1.0,15.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,502.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,CONTROL_FAILURE,HIGH,4,48,1.0,5.5,2.5,2.0,0.0,0.0,1.5,0.5,1.0,1.0,27.5,2.0,3.0,499.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,CONTROL_FAILURE,HIGH,8,48,1.0,9.5,2.5,2.0,0.0,0.0,1.5,0.5,1.0,1.0,27.5,2.0,3.0,499.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,CONTROL_FAILURE,HIGH,12,48,1.0,13.5,2.5,2.0,0.0,0.0,1.5,0.5,1.0,1.0,27.5,2.0,3.0,499.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,2.0,0.0,0.0,1.5,0.5,1.0,1.0,26.5,2.0,3.0,499.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,2.0,0.0,0.0,1.5,0.5,1.0,1.0,26.5,2.0,3.0,499.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,2.0,0.0,0.0,1.5,0.5,1.0,1.0,26.5,2.0,3.0,499.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,POSE_SHIFT,HIGH,4,48,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,2.0,3.0,484.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,POSE_SHIFT,HIGH,8,48,1.0,11.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,2.0,3.0,484.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,POSE_SHIFT,HIGH,12,48,1.0,15.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,2.0,3.0,484.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,POSE_SHIFT,LOW,4,48,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,2.0,3.0,484.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,POSE_SHIFT,LOW,8,48,1.0,11.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,2.0,3.0,484.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,POSE_SHIFT,LOW,12,48,1.0,15.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,2.0,3.0,484.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,RESTRICTION_CHANGE,HIGH,4,48,1.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,493.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,RESTRICTION_CHANGE,HIGH,8,48,1.0,11.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,493.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,RESTRICTION_CHANGE,HIGH,12,48,1.0,15.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,493.5,8.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,RESTRICTION_CHANGE,LOW,4,48,1.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,493.5,4.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,RESTRICTION_CHANGE,LOW,8,48,1.0,11.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,493.5,6.0,2.0,0.0
EVENT_DRIVEN,Q07_DUP_OOO,RESTRICTION_CHANGE,LOW,12,48,1.0,15.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,24.5,2.0,3.0,493.5,8.0,2.0,0.0
EVENT_DRIVEN,Q08_GUARDED,AVAILABILITY_LOSS,HIGH,4,48,0.5,3.5,4.5,1.5,1.0,0.0,1.0,0.5,0.25,0.5,24.5,1.5,1.5,250.25,5.0,1.5,0.0
EVENT_DRIVEN,Q08_GUARDED,AVAILABILITY_LOSS,HIGH,8,48,0.75,8.25,3.75,1.75,1.0,0.0,1.0,0.75,0.375,0.75,26.0,1.75,1.75,292.125,6.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,AVAILABILITY_LOSS,HIGH,12,48,0.833333,12.5,3.5,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,26.5,1.833333,1.833333,306.083333,8.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,AVAILABILITY_LOSS,LOW,4,48,0.833333,5.166667,2.833333,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,25.166667,1.833333,1.833333,306.083333,4.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,AVAILABILITY_LOSS,LOW,8,48,0.75,8.25,3.75,1.75,1.0,0.0,1.0,0.75,0.375,0.75,26.0,1.75,1.75,292.125,6.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,AVAILABILITY_LOSS,LOW,12,48,0.75,11.75,4.25,1.75,1.0,0.0,1.0,0.75,0.375,0.75,27.0,1.75,1.75,292.125,8.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,CONTROL_FAILURE,HIGH,4,48,1.0,5.291667,2.708333,1.583333,1.0,0.0,1.291667,0.291667,0.291667,0.583333,21.916667,1.583333,1.583333,263.625,4.833333,1.583333,0.0
EVENT_DRIVEN,Q08_GUARDED,CONTROL_FAILURE,HIGH,8,48,1.0,9.416667,2.583333,1.833333,1.0,0.0,1.416667,0.416667,0.416667,0.833333,24.666667,1.833333,1.833333,305.25,6.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,CONTROL_FAILURE,HIGH,12,48,1.0,13.375,2.625,1.75,1.0,0.0,1.375,0.375,0.375,0.75,23.75,1.75,1.75,291.375,8.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,1.833333,1.0,0.0,1.416667,0.416667,0.416667,0.833333,23.5,1.833333,1.833333,305.25,4.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,1.75,1.0,0.0,1.375,0.375,0.375,0.75,22.5,1.75,1.75,291.375,6.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,1.916667,1.0,0.0,1.458333,0.458333,0.458333,0.916667,24.5,1.916667,1.916667,319.125,8.166667,1.916667,0.0
EVENT_DRIVEN,Q08_GUARDED,POSE_SHIFT,HIGH,4,48,0.583333,3.916667,4.083333,1.583333,1.0,0.0,1.0,0.291667,0.291667,0.583333,24.666667,1.583333,1.583333,260.708333,4.833333,1.583333,0.0
EVENT_DRIVEN,Q08_GUARDED,POSE_SHIFT,HIGH,8,48,0.75,8.25,3.75,1.75,1.0,0.0,1.0,0.375,0.375,0.75,26.0,1.75,1.75,287.625,6.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,POSE_SHIFT,HIGH,12,48,0.666667,11.0,5.0,1.666667,1.0,0.0,1.0,0.333333,0.333333,0.666667,27.5,1.666667,1.666667,274.166667,8.666667,1.666667,0.0
EVENT_DRIVEN,Q08_GUARDED,POSE_SHIFT,LOW,4,48,0.75,4.75,3.25,1.75,1.0,0.0,1.0,0.375,0.375,0.75,25.0,1.75,1.75,287.625,4.5,1.75,0.0
EVENT_DRIVEN,Q08_GUARDED,POSE_SHIFT,LOW,8,48,0.833333,8.833333,3.166667,1.833333,1.0,0.0,1.0,0.416667,0.416667,0.833333,25.833333,1.833333,1.833333,301.083333,6.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,POSE_SHIFT,LOW,12,48,0.666667,11.0,5.0,1.666667,1.0,0.0,1.0,0.333333,0.333333,0.666667,27.5,1.666667,1.666667,274.166667,8.666667,1.666667,0.0
EVENT_DRIVEN,Q08_GUARDED,RESTRICTION_CHANGE,HIGH,4,48,0.666667,4.333333,3.666667,1.666667,1.0,0.0,1.0,0.666667,0.333333,0.666667,24.833333,1.666667,1.666667,276.166667,4.666667,1.666667,0.0
EVENT_DRIVEN,Q08_GUARDED,RESTRICTION_CHANGE,HIGH,8,48,0.833333,8.833333,3.166667,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,25.833333,1.833333,1.833333,303.583333,6.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,RESTRICTION_CHANGE,HIGH,12,48,0.833333,12.5,3.5,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,26.5,1.833333,1.833333,303.583333,8.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,RESTRICTION_CHANGE,LOW,4,48,0.833333,5.166667,2.833333,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,25.166667,1.833333,1.833333,303.583333,4.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,RESTRICTION_CHANGE,LOW,8,48,0.833333,8.833333,3.166667,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,25.833333,1.833333,1.833333,303.583333,6.333333,1.833333,0.0
EVENT_DRIVEN,Q08_GUARDED,RESTRICTION_CHANGE,LOW,12,48,0.833333,12.5,3.5,1.833333,1.0,0.0,1.0,0.833333,0.416667,0.833333,26.5,1.833333,1.833333,303.583333,8.333333,1.833333,0.0
EVENT_DRIVEN,Q09_HOSTILE,AVAILABILITY_LOSS,HIGH,4,48,0.166667,1.5,6.5,1.166667,1.0,0.0,1.0,0.166667,0.083333,0.166667,30.916667,1.166667,2.166667,360.916667,5.333333,1.166667,0.0
EVENT_DRIVEN,Q09_HOSTILE,AVAILABILITY_LOSS,HIGH,8,48,0.583333,5.916667,6.083333,1.583333,1.0,0.0,1.0,0.583333,0.291667,0.583333,36.125,1.583333,2.583333,430.708333,5.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,AVAILABILITY_LOSS,HIGH,12,48,0.75,10.25,5.75,1.75,1.0,0.0,1.0,0.75,0.375,0.75,37.875,1.75,2.75,459.375,7.0,1.75,0.0
EVENT_DRIVEN,Q09_HOSTILE,AVAILABILITY_LOSS,LOW,4,48,0.583333,2.75,5.25,1.583333,1.0,0.0,1.0,0.583333,0.291667,0.583333,34.458333,1.583333,2.583333,430.708333,3.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,AVAILABILITY_LOSS,LOW,8,48,0.583333,5.916667,6.083333,1.583333,1.0,0.0,1.0,0.583333,0.291667,0.583333,36.125,1.583333,2.583333,430.708333,5.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,AVAILABILITY_LOSS,LOW,12,48,0.416667,7.916667,8.083333,1.416667,1.0,0.0,1.0,0.416667,0.208333,0.416667,37.708333,1.416667,2.416667,403.208333,8.333333,1.416667,0.0
EVENT_DRIVEN,Q09_HOSTILE,CONTROL_FAILURE,HIGH,4,48,1.0,5.0,3.0,1.5,1.0,0.0,1.25,0.25,0.25,0.5,28.75,1.5,2.5,416.25,4.0,1.5,0.0
EVENT_DRIVEN,Q09_HOSTILE,CONTROL_FAILURE,HIGH,8,48,1.0,9.0,3.0,1.5,1.0,0.0,1.25,0.25,0.25,0.5,28.75,1.5,2.5,416.25,6.0,1.5,0.0
EVENT_DRIVEN,Q09_HOSTILE,CONTROL_FAILURE,HIGH,12,48,1.0,13.0,3.0,1.416667,1.0,0.0,1.208333,0.208333,0.208333,0.416667,27.541667,1.416667,2.416667,402.791667,8.333333,1.416667,0.0
EVENT_DRIVEN,Q09_HOSTILE,CONTROL_FAILURE,LOW,4,48,1.0,6.0,2.0,1.5,1.0,0.0,1.25,0.25,0.25,0.5,26.75,1.5,2.5,416.25,4.0,1.5,0.0
EVENT_DRIVEN,Q09_HOSTILE,CONTROL_FAILURE,LOW,8,48,1.0,10.0,2.0,1.75,1.0,0.0,1.375,0.375,0.375,0.75,30.375,1.75,2.75,457.875,5.0,1.75,0.0
EVENT_DRIVEN,Q09_HOSTILE,CONTROL_FAILURE,LOW,12,48,1.0,14.0,2.0,1.583333,1.0,0.0,1.291667,0.291667,0.291667,0.583333,27.958333,1.583333,2.583333,430.708333,7.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,POSE_SHIFT,HIGH,4,48,0.583333,2.75,5.25,1.583333,1.0,0.0,1.0,0.291667,0.291667,0.583333,34.458333,1.583333,2.583333,427.208333,3.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,POSE_SHIFT,HIGH,8,48,0.583333,5.916667,6.083333,1.583333,1.0,0.0,1.0,0.291667,0.291667,0.583333,36.125,1.583333,2.583333,427.208333,5.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,POSE_SHIFT,HIGH,12,48,0.5,8.5,7.5,1.5,1.0,0.0,1.0,0.25,0.25,0.5,37.75,1.5,2.5,414.25,8.0,1.5,0.0
EVENT_DRIVEN,Q09_HOSTILE,POSE_SHIFT,LOW,4,48,0.583333,2.75,5.25,1.583333,1.0,0.0,1.0,0.291667,0.291667,0.583333,34.458333,1.583333,2.583333,427.208333,3.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,POSE_SHIFT,LOW,8,48,0.583333,5.916667,6.083333,1.583333,1.0,0.0,1.0,0.291667,0.291667,0.583333,36.125,1.583333,2.583333,427.208333,5.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,POSE_SHIFT,LOW,12,48,0.333333,7.333333,8.666667,1.333333,1.0,0.0,1.0,0.166667,0.166667,0.333333,37.666667,1.333333,2.333333,387.166667,8.666667,1.333333,0.0
EVENT_DRIVEN,Q09_HOSTILE,RESTRICTION_CHANGE,HIGH,4,48,0.416667,2.25,5.75,1.416667,1.0,0.0,1.0,0.416667,0.208333,0.416667,33.041667,1.416667,2.416667,401.541667,4.333333,1.416667,0.0
EVENT_DRIVEN,Q09_HOSTILE,RESTRICTION_CHANGE,HIGH,8,48,0.666667,6.333333,5.666667,1.666667,1.0,0.0,1.0,0.666667,0.333333,0.666667,36.5,1.666667,2.666667,442.666667,5.333333,1.666667,0.0
EVENT_DRIVEN,Q09_HOSTILE,RESTRICTION_CHANGE,HIGH,12,48,0.583333,9.083333,6.916667,1.583333,1.0,0.0,1.0,0.583333,0.291667,0.583333,37.791667,1.583333,2.583333,429.541667,7.666667,1.583333,0.0
EVENT_DRIVEN,Q09_HOSTILE,RESTRICTION_CHANGE,LOW,4,48,0.583333,2.75,5.25,1.583333,1.0,0.0,1.0,0.583333,0.291667,0.583333,34.458333,1.583333,2.583333,428.958333,3.666667,1.583333,0.0
