storage_variant,trigger_policy,quality_id,prompt_envelope,n,completion,progress,retries,wakes,false_wakes,late_wakes,wasted_wakes,thrash,trigger_precision,trigger_recall,cost_proxy,storage_reads,storage_writes,storage_bytes,storage_age,escalation_event,escalation_failure
LIVE_EPISODIC,FAILURE_THRESHOLD,Q04_DELAY1,VERBOSE_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q05_DELAY3,COMPACT_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q05_DELAY3,VERBOSE_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q06_FALSE3,COMPACT_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q06_FALSE3,VERBOSE_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q07_DUP_OOO,COMPACT_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,1.0,164.5,6.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q07_DUP_OOO,VERBOSE_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,1.0,1.0,165.5,6.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q08_GUARDED,COMPACT_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.15625,1.0,0.71875,118.34375,7.65972222,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q08_GUARDED,VERBOSE_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,20.46875,1.0,0.71875,119.0625,7.65972222,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q09_HOSTILE,COMPACT_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,14.47916667,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,FAILURE_THRESHOLD,Q09_HOSTILE,VERBOSE_TYPED,288,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,27.91666667,1.0,0.0,0.0,12.0,0.0,1.0
LIVE_EPISODIC,HYBRID,Q00_CLEAN,COMPACT_TYPED,288,1.0,11.5,0.5,4.5,0.0,0.0,3.5,0.75,1.0,1.0,30.0,4.5,1.0,164.5,8.0,1.0,0.25
LIVE_EPISODIC,HYBRID,Q00_CLEAN,VERBOSE_TYPED,288,1.0,11.5,0.5,4.5,0.0,0.0,3.5,0.75,1.0,1.0,33.0,4.5,1.0,165.5,8.0,1.0,0.25
LIVE_EPISODIC,HYBRID,Q01_RECALL75,COMPACT_TYPED,288,1.0,11.0625,0.9375,4.44097222,0.0,0.28125,3.44097222,0.84722222,0.71875,0.71875,29.95833333,4.44097222,0.71875,118.34375,9.09722222,0.71875,0.46875
LIVE_EPISODIC,HYBRID,Q01_RECALL75,VERBOSE_TYPED,288,1.0,11.0625,0.9375,4.44097222,0.0,0.28125,3.44097222,0.84722222,0.71875,0.71875,32.11458333,4.44097222,0.71875,119.0625,9.09722222,0.71875,0.46875
LIVE_EPISODIC,HYBRID,Q02_RECALL50,COMPACT_TYPED,288,1.0,10.71527778,1.28472222,4.43402778,0.0,0.50694444,3.43402778,0.89583333,0.49305556,0.49305556,30.15972222,4.43402778,0.49305556,81.21527778,10.0625,0.49305556,0.64236111
LIVE_EPISODIC,HYBRID,Q02_RECALL50,VERBOSE_TYPED,288,1.0,10.71527778,1.28472222,4.43402778,0.0,0.50694444,3.43402778,0.89583333,0.49305556,0.49305556,31.63888889,4.43402778,0.49305556,81.70833333,10.0625,0.49305556,0.64236111
LIVE_EPISODIC,HYBRID,Q03_RECALL25,COMPACT_TYPED,288,1.0,10.34027778,1.65972222,4.40972222,0.0,0.76388889,3.40972222,0.95138889,0.23611111,0.23611111,30.25,4.40972222,0.23611111,38.89583333,11.11111111,0.23611111,0.82986111
LIVE_EPISODIC,HYBRID,Q03_RECALL25,VERBOSE_TYPED,288,1.0,10.34027778,1.65972222,4.40972222,0.0,0.76388889,3.40972222,0.95138889,0.23611111,0.23611111,30.95833333,4.40972222,0.23611111,39.13194444,11.11111111,0.23611111,0.82986111
LIVE_EPISODIC,HYBRID,Q04_DELAY1,COMPACT_TYPED,288,1.0,10.75,1.25,4.5,0.0,0.0,3.5,0.75,1.0,1.0,31.5,4.5,1.0,164.5,7.0,1.0,0.25
LIVE_EPISODIC,HYBRID,Q04_DELAY1,VERBOSE_TYPED,288,1.0,10.75,1.25,4.5,0.0,0.0,3.5,0.75,1.0,1.0,34.5,4.5,1.0,165.5,7.0,1.0,0.25
LIVE_EPISODIC,HYBRID,Q05_DELAY3,COMPACT_TYPED,288,1.0,10.0,2.0,5.0,0.0,1.0,4.0,1.0,1.0,1.0,36.0,5.0,1.0,164.5,5.0,1.0,1.0
LIVE_EPISODIC,HYBRID,Q05_DELAY3,VERBOSE_TYPED,288,1.0,10.0,2.0,5.0,0.0,1.0,4.0,1.0,1.0,1.0,39.0,5.0,1.0,165.5,5.0,1.0,1.0
LIVE_EPISODIC,HYBRID,Q06_FALSE3,COMPACT_TYPED,288,1.0,11.5,0.5,5.16666667,1.0,0.0,4.16666667,0.75,0.5,1.0,40.0,5.16666667,4.0,662.5,7.0,2.0,0.25
LIVE_EPISODIC,HYBRID,Q06_FALSE3,VERBOSE_TYPED,288,1.0,11.5,0.5,5.16666667,1.0,0.0,4.16666667,0.75,0.5,1.0,52.0,5.16666667,4.0,666.5,7.0,2.0,0.25
LIVE_EPISODIC,HYBRID,Q07_DUP_OOO,COMPACT_TYPED,288,1.0,10.75,1.25,5.0,0.0,0.0,4.0,0.75,1.0,1.0,38.5,5.0,3.0,493.5,6.0,2.0,0.0
LIVE_EPISODIC,HYBRID,Q07_DUP_OOO,VERBOSE_TYPED,288,1.0,10.75,1.25,5.0,0.0,0.0,4.0,0.75,1.0,1.0,47.5,5.0,3.0,496.5,6.0,2.0,0.0
LIVE_EPISODIC,HYBRID,Q08_GUARDED,COMPACT_TYPED,288,1.0,10.20486111,1.79513889,3.69097222,0.0,0.28125,2.69097222,0.90277778,0.71875,0.71875,29.22569444,3.69097222,1.05208333,173.67708333,7.64583333,0.71875,0.32986111
LIVE_EPISODIC,HYBRID,Q08_GUARDED,VERBOSE_TYPED,288,1.0,10.20486111,1.79513889,3.69097222,0.0,0.28125,2.69097222,0.90277778,0.71875,0.71875,36.53819444,3.69097222,1.05208333,174.72916667,7.64583333,0.71875,0.32986111
LIVE_EPISODIC,HYBRID,Q09_HOSTILE,COMPACT_TYPED,288,0.75,8.91666667,3.08333333,2.54166667,0.0,1.0,1.625,0.91666667,0.0,0.0,26.50694444,2.54166667,0.61111111,101.08333333,10.02777778,0.0,0.875
LIVE_EPISODIC,HYBRID,Q09_HOSTILE,VERBOSE_TYPED,288,0.75,8.91666667,3.08333333,2.54166667,0.0,1.0,1.625,0.91666667,0.0,0.0,39.94444444,2.54166667,0.61111111,101.69444444,10.02777778,0.0,0.875
LIVE_EPISODIC,PERIODIC_ONLY,Q00_CLEAN,COMPACT_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,27.5,3.66666667,0.33333333,54.83333333,10.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q00_CLEAN,VERBOSE_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,30.5,3.66666667,0.33333333,55.16666667,10.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q01_RECALL75,COMPACT_TYPED,288,1.0,9.71875,2.28125,3.66666667,0.0,1.0,2.66666667,0.94444444,0.0,0.0,27.53472222,3.66666667,0.25347222,41.72916667,10.47916667,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q01_RECALL75,VERBOSE_TYPED,288,1.0,9.71875,2.28125,3.66666667,0.0,1.0,2.66666667,0.94444444,0.0,0.0,29.69097222,3.66666667,0.25347222,41.98263889,10.47916667,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q02_RECALL50,COMPACT_TYPED,288,1.0,9.52083333,2.47916667,3.66666667,0.0,1.0,2.66666667,0.96527778,0.0,0.0,27.60763889,3.66666667,0.15625,25.73263889,11.0625,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q02_RECALL50,VERBOSE_TYPED,288,1.0,9.52083333,2.47916667,3.66666667,0.0,1.0,2.66666667,0.96527778,0.0,0.0,29.08680556,3.66666667,0.15625,25.88888889,11.0625,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q03_RECALL25,COMPACT_TYPED,288,1.0,9.3125,2.6875,3.66666667,0.0,1.0,2.66666667,0.98611111,0.0,0.0,27.67013889,3.66666667,0.05902778,9.72222222,11.64583333,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q03_RECALL25,VERBOSE_TYPED,288,1.0,9.3125,2.6875,3.66666667,0.0,1.0,2.66666667,0.98611111,0.0,0.0,28.37847222,3.66666667,0.05902778,9.78125,11.64583333,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q04_DELAY1,COMPACT_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,27.5,3.66666667,0.33333333,54.83333333,11.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q04_DELAY1,VERBOSE_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,30.5,3.66666667,0.33333333,55.16666667,11.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q05_DELAY3,COMPACT_TYPED,288,1.0,9.16666667,2.83333333,3.66666667,0.0,1.0,2.66666667,1.0,0.0,0.0,29.0,3.66666667,0.33333333,54.83333333,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q05_DELAY3,VERBOSE_TYPED,288,1.0,9.16666667,2.83333333,3.66666667,0.0,1.0,2.66666667,1.0,0.0,0.0,32.0,3.66666667,0.33333333,55.16666667,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q06_FALSE3,COMPACT_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,31.5,3.66666667,1.33333333,220.83333333,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q06_FALSE3,VERBOSE_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,43.5,3.66666667,1.33333333,222.16666667,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q07_DUP_OOO,COMPACT_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,30.16666667,3.66666667,1.0,164.5,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q07_DUP_OOO,VERBOSE_TYPED,288,1.0,9.91666667,2.08333333,3.66666667,0.0,1.0,2.66666667,0.91666667,0.0,0.0,39.16666667,3.66666667,1.0,165.5,9.0,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q08_GUARDED,COMPACT_TYPED,288,1.0,9.6875,2.3125,3.66666667,0.0,1.0,2.66666667,0.94444444,0.0,0.0,29.86111111,3.66666667,0.79861111,131.94791667,7.92708333,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q08_GUARDED,VERBOSE_TYPED,288,1.0,9.6875,2.3125,3.66666667,0.0,1.0,2.66666667,0.94444444,0.0,0.0,37.17361111,3.66666667,0.79861111,132.74652778,7.92708333,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q09_HOSTILE,COMPACT_TYPED,288,0.5,7.625,4.375,2.0,0.0,1.0,1.33333333,0.66666667,0.0,0.0,25.875,2.0,0.64583333,106.79861111,9.59375,0.0,0.0
LIVE_EPISODIC,PERIODIC_ONLY,Q09_HOSTILE,VERBOSE_TYPED,288,0.5,7.625,4.375,2.0,0.0,1.0,1.33333333,0.66666667,0.0,0.0,39.3125,2.0,0.64583333,107.44444444,9.59375,0.0,0.0
