episode_id,seed,storage_variant,trigger_variant,disturbance_family,severity,horizon,planner_id,claim_scope,completion,progress,repeated_failures,false_triggers,late_trigger_ticks,wasted_triggers,semantic_wakes,motion_wakes,control_wakes,semantic_latency_proxy_ms,motion_latency_proxy_ms,control_latency_proxy_ms,trigger_latency_ticks_mean,retries,escalations,aborts,stale_decisions,storage_reads,storage_writes,storage_bytes,storage_age_ticks,budget_cost_proxy
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265203,20265203,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265204,20265204,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265205,20265205,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265206,20265206,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265207,20265207,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265208,20265208,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265209,20265209,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265210,20265210,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265211,20265211,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265212,20265212,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265213,20265213,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265214,20265214,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265215,20265215,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265216,20265216,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265217,20265217,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265218,20265218,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265219,20265219,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H4__S20265220,20265220,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,1,0,2,2,1,0.46079,0.24,0.04,1.0,1,0,0,0,2,1,79,3,30.177148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265201,20265201,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265202,20265202,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265203,20265203,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265204,20265204,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265205,20265205,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265206,20265206,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265207,20265207,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265208,20265208,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265209,20265209,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265210,20265210,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265211,20265211,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265212,20265212,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265213,20265213,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265214,20265214,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265215,20265215,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265216,20265216,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265217,20265217,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265218,20265218,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265219,20265219,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__CONTROL_FAILURE__LOW__H8__S20265220,20265220,EPISODIC_ONLY,HYBRID,CONTROL_FAILURE,LOW,8,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,2,1,2,4,2,1,0.92079,0.24,0.04,1.0,1,0,0,0,4,1,79,5,50.277148
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265201,20265201,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15086,0.24,0.0,0.0,0,0,0,0,5,1,86,6,58.333984
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265202,20265202,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265203,20265203,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265204,20265204,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15089,0.24,0.0,0.0,0,0,0,0,5,1,89,6,58.336914
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265205,20265205,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265206,20265206,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15089,0.24,0.0,0.0,0,0,0,0,5,1,89,6,58.336914
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265207,20265207,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15086,0.24,0.0,0.0,0,0,0,0,5,1,86,6,58.333984
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265208,20265208,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265209,20265209,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265210,20265210,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265211,20265211,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265212,20265212,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265213,20265213,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265214,20265214,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15089,0.24,0.0,0.0,0,0,0,0,5,1,89,6,58.336914
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265215,20265215,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265216,20265216,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265217,20265217,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265218,20265218,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15088,0.24,0.0,0.0,0,0,0,0,5,1,88,6,58.335938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265219,20265219,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15087,0.24,0.0,0.0,0,0,0,0,5,1,87,6,58.334961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H12__S20265220,20265220,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,12,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,3,0,3,5,2,0,1.15089,0.24,0.0,0.0,0,0,0,0,5,1,89,6,58.336914
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265201,20265201,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46086,0.24,0.0,0.0,0,0,0,0,2,1,86,2,28.183984
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265202,20265202,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46088,0.24,0.0,0.0,0,0,0,0,2,1,88,2,28.185938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265203,20265203,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46087,0.24,0.0,0.0,0,0,0,0,2,1,87,2,28.184961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265204,20265204,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46089,0.24,0.0,0.0,0,0,0,0,2,1,89,2,28.186914
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265205,20265205,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46088,0.24,0.0,0.0,0,0,0,0,2,1,88,2,28.185938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265206,20265206,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46089,0.24,0.0,0.0,0,0,0,0,2,1,89,2,28.186914
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265207,20265207,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46086,0.24,0.0,0.0,0,0,0,0,2,1,86,2,28.183984
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265208,20265208,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46088,0.24,0.0,0.0,0,0,0,0,2,1,88,2,28.185938
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265209,20265209,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46087,0.24,0.0,0.0,0,0,0,0,2,1,87,2,28.184961
EPISODIC_ONLY__HYBRID__POSE_SHIFT__HIGH__H4__S20265210,20265210,EPISODIC_ONLY,HYBRID,POSE_SHIFT,HIGH,4,ORACLE_TYPED_SEMANTIC_V2,SYNTHETIC_WHITE_BOX_ENGINEERING_ORACLE_NOT_VLA,1,1.0,0,0,0,0,2,2,0,0.46088,0.24,0.0,0.0,0,0,0,0,2,1,88,2,28.185938
