draw_id,R3-R0:mission_success:sampled_seeds,R3-R0:safety_composite:sampled_seeds,R3-R0:progress:sampled_seeds,R3-R0:total_wakes:sampled_seeds,R3-R1:mission_success:sampled_seeds,R3-R1:safety_composite:sampled_seeds,R3-R1:progress:sampled_seeds,R3-R1:total_wakes:sampled_seeds,R3-R2:mission_success:sampled_seeds,R3-R2:safety_composite:sampled_seeds,R3-R2:progress:sampled_seeds,R3-R2:total_wakes:sampled_seeds,P4-P6:mission_success:sampled_seeds,P4-P6:progress:sampled_seeds,R3-R0:mission_success,R3-R0:safety_composite,R3-R0:progress,R3-R0:total_wakes,R3-R1:mission_success,R3-R1:safety_composite,R3-R1:progress,R3-R1:total_wakes,R3-R2:mission_success,R3-R2:safety_composite,R3-R2:progress,R3-R2:total_wakes,P4-P6:mission_success,P4-P6:progress
1536,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262410|20262408|20262403|20262405|20262402|20262402|20262404|20262406|20262404|20262410,20262403|20262403|20262402|20262403|20262402,20262403|20262403|20262402|20262403|20262402,0.6733333333333335,0.0,0.6198869311569695,-0.5533333333333333,0.25999999999999995,0.0,0.24948314596030788,0.18166666666666667,0.0,0.0,2.699735666319054e-09,-0.6533333333333332,-0.36666666666666664,-0.3094805367625265
1537,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262405|20262406|20262407|20262408|20262403|20262410|20262409|20262402|20262407|20262408,20262403|20262403|20262402|20262403|20262403,20262403|20262403|20262402|20262403|20262403,0.6733333333333335,0.0,0.6209167148041426,-0.5616666666666666,0.24,0.0,0.22970606956146272,0.1716666666666667,0.0,0.0,1.6882169218135339e-09,-0.6733333333333335,-0.35,-0.29344427870779743
1538,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262410|20262402|20262403|20262410|20262404|20262404|20262404|20262407|20262408|20262401,20262403|20262403|20262402|20262403|20262404,20262403|20262403|20262402|20262403|20262404,0.6733333333333335,0.0,0.6197197804979504,-0.5533333333333333,0.26,0.0,0.24940355143071033,0.19833333333333333,0.0,0.0,-7.648459799947105e-09,-0.6533333333333333,-0.36666666666666664,-0.31014246562577763
1539,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262402|20262401|20262408|20262406|20262406|20262401|20262403|20262407|20262410|20262406,20262403|20262403|20262402|20262403|20262405,20262403|20262403|20262402|20262403|20262405,0.67,0.0,0.6158153322287881,-0.5516666666666666,0.255,0.0,0.24421400422242118,0.16999999999999998,0.0,0.0,-3.360203482553429e-08,-0.6599999999999999,-0.3333333333333333,-0.2832825719639298
1540,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262408|20262401|20262403|20262409|20262402|20262409|20262407|20262404|20262407|20262408,20262403|20262403|20262402|20262404|20262401,20262403|20262403|20262402|20262404|20262401,0.6733333333333335,0.0,0.6231775798391755,-0.5616666666666666,0.22000000000000003,0.0,0.21029569788032618,0.16999999999999998,0.0,0.0,-1.7569045097272828e-08,-0.6933333333333334,-0.36666666666666664,-0.31029400571131843
1541,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262410|20262409|20262407|20262406|20262402|20262403|20262410|20262406|20262402|20262404,20262403|20262403|20262402|20262404|20262402,20262403|20262403|20262402|20262404|20262402,0.6766666666666667,0.0,0.6255466832960886,-0.5633333333333332,0.24500000000000002,0.0,0.2351381499609538,0.15833333333333333,0.0,0.0,3.8988117863810304e-10,-0.6666666666666667,-0.38333333333333336,-0.32617872368050677
1542,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262405|20262408|20262403|20262406|20262405|20262404|20262408|20262404|20262410|20262408,20262403|20262403|20262402|20262404|20262403,20262403|20262403|20262402|20262404|20262403,0.67,0.0,0.6146172749588887,-0.5349999999999999,0.255,0.0,0.24382622794149925,0.21166666666666661,0.0,0.0,-8.550928961200321e-10,-0.6599999999999999,-0.36666666666666664,-0.31014246562577763
1543,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262410|20262409|20262408|20262403|20262403|20262402|20262410|20262409|20262404|20262403,20262403|20262403|20262402|20262404|20262404,20262403|20262403|20262402|20262404|20262404,0.68,0.0,0.6294778613481562,-0.5733333333333334,0.22999999999999998,0.0,0.22021104381731607,0.16833333333333333,0.0,0.0,1.9945239283318076e-08,-0.68,-0.38333333333333336,-0.3268406525437578
1544,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262410|20262409|20262410|20262403|20262403|20262404|20262401|20262409|20262406|20262406,20262403|20262403|20262402|20262404|20262405,20262403|20262403|20262402|20262404|20262405,0.68,0.0,0.6291482297399739,-0.5650000000000001,0.22999999999999998,0.0,0.22009525920119577,0.16833333333333336,0.0,0.0,6.658158641092981e-09,-0.68,-0.35,-0.29998075888191
1545,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262407|20262409|20262404|20262403|20262409|20262404|20262405|20262409|20262404|20262405,20262403|20262403|20262402|20262405|20262401,20262403|20262403|20262402|20262405|20262401,0.6766666666666667,0.0,0.6283375876541595,-0.5633333333333332,0.205,0.0,0.19584008327758234,0.1716666666666667,0.0,0.0,4.185888222892527e-09,-0.7066666666666668,-0.3333333333333333,-0.28343411204947055
1546,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262408|20262403|20262401|20262401|20262408|20262404|20262408|20262401|20262409|20262401,20262403|20262403|20262402|20262405|20262402,20262403|20262403|20262402|20262405|20262402,0.67,0.0,0.616434907454633,-0.5516666666666666,0.23500000000000001,0.0,0.22422783725867962,0.19333333333333333,0.0,0.0,-3.765283887032419e-08,-0.6799999999999999,-0.35,-0.2993188300186589
1547,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262405|20262402|20262403|20262408|20262406|20262403|20262404|20262409|20262407|20262404,20262403|20262403|20262402|20262405|20262403,20262403|20262403|20262402|20262405|20262403,0.6700000000000002,0.0,0.6181012459189729,-0.5516666666666666,0.23500000000000001,0.0,0.22488883324312936,0.1766666666666667,0.0,0.0,-2.1501098067163347e-08,-0.68,-0.3333333333333333,-0.28328257196392975
1548,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262401|20262403|20262404|20262404|20262402|20262401|20262405|20262409|20262409|20262407,20262403|20262403|20262402|20262405|20262404,20262403|20262403|20262402|20262405|20262404,0.6733333333333335,0.0,0.6235767420522464,-0.5700000000000001,0.22000000000000003,0.0,0.21045752665996803,0.16166666666666668,0.0,0.0,-2.065117440275266e-08,-0.6933333333333334,-0.35,-0.29998075888191
1549,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262404|20262410|20262404|20262403|20262405|20262406|20262407|20262408|20262410|20262405,20262403|20262403|20262402|20262405|20262405,20262403|20262403|20262402|20262405|20262405,0.6733333333333335,0.0,0.6186541841378133,-0.5533333333333333,0.25999999999999995,0.0,0.24910221324581805,0.19833333333333333,0.0,0.0,1.2124207408222471e-08,-0.6533333333333332,-0.31666666666666665,-0.2731208652200621
1550,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262407|20262407|20262410|20262404|20262405|20262409|20262405|20262409|20262408|20262409,20262403|20262403|20262403|20262401|20262401,20262403|20262403|20262403|20262401|20262401,0.68,0.0,0.6311530565393293,-0.5733333333333333,0.21000000000000002,0.0,0.20065731959591573,0.16666666666666669,0.0,0.0,2.7375203211869407e-08,-0.7,-0.3333333333333333,-0.27771110082414985
1551,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262405|20262407|20262401|20262409|20262409|20262403|20262410|20262406|20262402|20262401,20262403|20262403|20262403|20262401|20262402,20262403|20262403|20262403|20262401|20262402,0.6766666666666667,0.0,0.6264187771345768,-0.5799999999999998,0.225,0.0,0.21530361892250163,0.14833333333333334,0.0,0.0,-2.743870119448212e-09,-0.6866666666666668,-0.35,-0.2935958187933382
1552,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262408|20262408|20262402|20262401|20262410|20262405|20262403|20262407|20262403|20262407,20262403|20262403|20262403|20262401|20262403,20262403|20262403|20262403|20262401|20262403,0.6700000000000002,0.0,0.6155558824051602,-0.5683333333333334,0.255,0.0,0.24416248807039392,0.17833333333333334,0.0,0.0,-8.161568789873583e-09,-0.6599999999999999,-0.3333333333333333,-0.2775595607386091
1553,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262405|20262406|20262404|20262410|20262409|20262410|20262404|20262406|20262404|20262407,20262403|20262403|20262403|20262401|20262404,20262403|20262403|20262403|20262401|20262404,0.6766666666666667,0.0,0.6245944765748874,-0.5466666666666666,0.24500000000000002,0.0,0.23482127885420362,0.19166666666666668,0.0,0.0,5.24783750196119e-09,-0.6666666666666667,-0.35,-0.2942577476565893
1554,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262410|20262406|20262404|20262410|20262401|20262403|20262402|20262406|20262405|20262403,20262403|20262403|20262403|20262401|20262405,20262403|20262403|20262403|20262401|20262405,0.6733333333333335,0.0,0.6192043582194391,-0.5616666666666666,0.26,0.0,0.2492795033071009,0.17333333333333334,0.0,0.0,-4.320217113866025e-09,-0.6533333333333333,-0.31666666666666665,-0.2673978539947415
1555,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262405|20262402|20262401|20262405|20262410|20262408|20262404|20262405|20262409|20262401,20262403|20262403|20262403|20262402|20262401,20262403|20262403|20262403|20262402|20262401,0.6733333333333335,0.0,0.6206937824406693,-0.5700000000000001,0.24,0.0,0.22963365465910396,0.1716666666666667,0.0,0.0,7.116571328532233e-09,-0.6733333333333332,-0.35,-0.2935958187933382
1556,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262402|20262404|20262401|20262410|20262403|20262407|20262401|20262407|20262408|20262408,20262403|20262403|20262403|20262402|20262402,20262403|20262403|20262403|20262402|20262402,0.6700000000000002,0.0,0.615912570623163,-0.5599999999999999,0.255,0.0,0.24423523404619218,0.18666666666666668,0.0,0.0,-2.3112562689275863e-08,-0.6599999999999999,-0.3666666666666667,-0.3094805367625265
