draw_id,R3-R0:mission_success:sampled_seeds,R3-R0:safety_composite:sampled_seeds,R3-R0:progress:sampled_seeds,R3-R0:total_wakes:sampled_seeds,R3-R1:mission_success:sampled_seeds,R3-R1:safety_composite:sampled_seeds,R3-R1:progress:sampled_seeds,R3-R1:total_wakes:sampled_seeds,R3-R2:mission_success:sampled_seeds,R3-R2:safety_composite:sampled_seeds,R3-R2:progress:sampled_seeds,R3-R2:total_wakes:sampled_seeds,P4-P6:mission_success:sampled_seeds,P4-P6:progress:sampled_seeds,R3-R0:mission_success,R3-R0:safety_composite,R3-R0:progress,R3-R0:total_wakes,R3-R1:mission_success,R3-R1:safety_composite,R3-R1:progress,R3-R1:total_wakes,R3-R2:mission_success,R3-R2:safety_composite,R3-R2:progress,R3-R2:total_wakes,P4-P6:mission_success,P4-P6:progress
952,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262305|20262302|20262304|20262301|20262310|20262309|20262308|20262310|20262308|20262301,20262302|20262303|20262304|20262301|20262303,20262302|20262303|20262304|20262301|20262303,0.6787878787878789,0.0,0.6268705891106181,-0.568939393939394,0.2545454545454545,0.0,0.24479452423767462,0.1946969696969697,0.0,0.0,4.126363042442829e-08,-0.6787878787878789,-0.26181818181818184,-0.24052346494647292
953,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262309|20262309|20262308|20262307|20262310|20262304|20262308|20262303|20262307|20262307,20262302|20262303|20262304|20262301|20262304,20262302|20262303|20262304|20262301|20262304,0.6818181818181819,0.00909090909090909,0.6283340185705553,-0.5621212121212121,0.25,0.00909090909090909,0.24057259296802194,0.21515151515151515,-0.00909090909090909,0.00909090909090909,-0.007894797714181518,-0.6818181818181819,-0.29454545454545455,-0.2623274547327231
954,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262307|20262305|20262307|20262308|20262305|20262304|20262308|20262309|20262302|20262308,20262302|20262303|20262304|20262301|20262305,20262302|20262303|20262304|20262301|20262305,0.6787878787878789,0.0,0.6268542751969556,-0.568939393939394,0.2545454545454545,0.0,0.24474657732252553,0.1946969696969697,0.0,0.0,6.56455849344356e-08,-0.6787878787878789,-0.28848484848484846,-0.2621682023742503
955,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262310|20262301|20262307|20262310|20262310|20262304|20262306|20262302|20262302|20262302,20262302|20262303|20262304|20262302|20262301,20262302|20262303|20262304|20262302|20262301,0.6727272727272728,0.0,0.6201213360979472,-0.5303030303030303,0.25227272727272726,0.0,0.24220115082590593,0.2265151515151515,0.0,0.0,6.04881580736871e-08,-0.6727272727272728,-0.27636363636363637,-0.2508487759971694
956,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262309|20262301|20262304|20262309|20262307|20262302|20262305|20262306|20262309|20262302,20262302|20262303|20262304|20262302|20262302,20262302|20262303|20262304|20262302|20262302,0.690909090909091,0.0,0.6367020307987332,-0.5795454545454546,0.2590909090909091,0.0,0.24871648642278932,0.19772727272727272,0.0,0.0,6.078044527234022e-08,-0.690909090909091,-0.27636363636363637,-0.24727777193394437
957,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262309|20262304|20262308|20262306|20262304|20262308|20262301|20262309|20262304|20262306,20262302|20262303|20262304|20262302|20262303,20262302|20262303|20262304|20262302|20262303,0.696969696969697,0.0,0.643988058616474,-0.6098484848484849,0.26136363636363635,0.0,0.25147032136772485,0.17424242424242425,0.0,0.0,5.361200429550085e-08,-0.696969696969697,-0.26181818181818184,-0.2369524608832479
958,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262310|20262309|20262303|20262306|20262307|20262307|20262306|20262306|20262307|20262307,20262302|20262303|20262304|20262302|20262304,20262302|20262303|20262304|20262302|20262304,0.6696969696969697,0.00909090909090909,0.6166289186441066,-0.5431818181818182,0.24545454545454545,0.00909090909090909,0.23603500548589587,0.2204545454545454,-0.00909090909090909,0.00909090909090909,-0.007894801801687095,-0.6696969696969697,-0.29454545454545455,-0.25875645066949804
959,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262309|20262301|20262310|20262308|20262302|20262301|20262309|20262309|20262301|20262306,20262302|20262303|20262304|20262302|20262305,20262302|20262303|20262304|20262302|20262305,0.6848484848484849,0.0,0.6310964774410621,-0.5825757575757576,0.25681818181818183,0.0,0.24654498474441064,0.1878787878787879,0.0,0.0,4.611112285848453e-08,-0.6848484848484849,-0.28848484848484846,-0.25859719831102523
960,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262306|20262307|20262303|20262301|20262301|20262307|20262303|20262301|20262310|20262303,20262302|20262303|20262304|20262303|20262301,20262302|20262303|20262304|20262303|20262301,0.6575757575757576,0.02727272727272727,0.6058386184660906,-0.5469696969696971,0.22954545454545455,0.02727272727272727,0.22215454332899656,0.22348484848484845,-0.02727272727272727,0.02727272727272727,-0.023684542081192028,-0.6575757575757576,-0.26181818181818184,-0.24052346494647292
961,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262305|20262301|20262301|20262309|20262307|20262307|20262308|20262305|20262308|20262304,20262302|20262303|20262304|20262303|20262302,20262302|20262303|20262304|20262303|20262302,0.6787878787878789,0.0,0.6266450489512019,-0.5772727272727274,0.2545454545454545,0.0,0.24465994913093372,0.18636363636363637,0.0,0.0,3.772642406790592e-08,-0.6787878787878789,-0.26181818181818184,-0.2369524608832479
962,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262304|20262310|20262301|20262303|20262306|20262307|20262310|20262310|20262310|20262305,20262302|20262303|20262304|20262303|20262303,20262302|20262303|20262304|20262303|20262303,0.6696969696969697,0.00909090909090909,0.6184548284309852,-0.5431818181818182,0.24545454545454545,0.00909090909090909,0.23670198443654492,0.2204545454545454,-0.00909090909090909,0.00909090909090909,-0.007894840172892735,-0.6696969696969697,-0.24727272727272726,-0.2266271498325514
963,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262310|20262301|20262307|20262302|20262301|20262309|20262307|20262309|20262307|20262308,20262302|20262303|20262304|20262303|20262304,20262302|20262303|20262304|20262303|20262304,0.6787878787878789,0.0,0.6246215672141812,-0.5522727272727272,0.2545454545454545,0.0,0.24397147901552171,0.21136363636363634,0.0,0.0,5.476838183467969e-08,-0.6787878787878789,-0.27999999999999997,-0.24843113961880156
964,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262309|20262309|20262305|20262302|20262305|20262303|20262310|20262302|20262306|20262307,20262302|20262303|20262304|20262303|20262305,20262302|20262303|20262304|20262303|20262305,0.6757575757575758,0.00909090909090909,0.6232381433190024,-0.5568181818181819,0.24772727272727274,0.00909090909090909,0.23863740082507742,0.21363636363636368,-0.00909090909090909,0.00909090909090909,-0.007894801658988078,-0.6757575757575758,-0.2739393939393939,-0.24827188726032876
965,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262301|20262310|20262309|20262309|20262301|20262310|20262304|20262303|20262308|20262309,20262302|20262303|20262304|20262304|20262301,20262302|20262303|20262304|20262304|20262301,0.687878787878788,0.00909090909090909,0.6344348127774792,-0.5840909090909091,0.25227272727272726,0.00909090909090909,0.2430088984208963,0.2,-0.00909090909090909,0.00909090909090909,-0.007894824624818216,-0.687878787878788,-0.29454545454545455,-0.2623274547327231
966,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262301|20262303|20262309|20262310|20262304|20262305|20262307|20262301|20262305|20262305,20262302|20262303|20262304|20262304|20262302,20262302|20262303|20262304|20262304|20262302,0.6757575757575759,0.00909090909090909,0.6242375452080124,-0.5734848484848485,0.24772727272727274,0.00909090909090909,0.23893031148786936,0.19696969696969696,-0.00909090909090909,0.00909090909090909,-0.00789484493052282,-0.6757575757575759,-0.29454545454545455,-0.25875645066949804
967,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262303|20262310|20262308|20262301|20262309|20262307|20262306|20262302|20262305|20262303,20262302|20262303|20262304|20262304|20262303,20262302|20262303|20262304|20262304|20262303,0.6666666666666667,0.01818181818181818,0.6149919632420464,-0.556060606060606,0.23863636363636362,0.01818181818181818,0.23056496414463626,0.21439393939393936,-0.01818181818181818,0.01818181818181818,-0.015789664005725144,-0.6666666666666667,-0.28,-0.24843113961880153
968,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262309|20262303|20262305|20262307|20262307|20262301|20262305|20262304|20262304|20262301,20262302|20262303|20262304|20262304|20262304,20262302|20262303|20262304|20262304|20262304,0.6818181818181819,0.00909090909090909,0.6292662468319077,-0.5787878787878789,0.25,0.00909090909090909,0.2408743541529245,0.1984848484848485,-0.00909090909090909,0.00909090909090909,-0.007894833398183271,-0.6818181818181819,-0.3127272727272728,-0.2702351294050517
969,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262305|20262303|20262307|20262309|20262305|20262307|20262309|20262307|20262310|20262302,20262302|20262303|20262304|20262304|20262305,20262302|20262303|20262304|20262304|20262305,0.6757575757575759,0.00909090909090909,0.6226229328165214,-0.5484848484848485,0.24772727272727274,0.00909090909090909,0.23837140990084107,0.22196969696969698,-0.00909090909090909,0.00909090909090909,-0.007894810252831086,-0.6757575757575759,-0.3066666666666667,-0.27007587704657887
970,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262307|20262306|20262306|20262307|20262304|20262304|20262302|20262301|20262310|20262305,20262302|20262303|20262304|20262305|20262301,20262302|20262303|20262304|20262305|20262301,0.6787878787878789,0.0,0.6264486865293806,-0.5606060606060607,0.2545454545454545,0.0,0.24460497104709972,0.20303030303030303,0.0,0.0,4.457427924752671e-08,-0.6787878787878789,-0.28848484848484846,-0.2621682023742503
971,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262309|20262303|20262307|20262310|20262305|20262304|20262308|20262309|20262309|20262307,20262302|20262303|20262304|20262305|20262302,20262302|20262303|20262304|20262305|20262302,0.687878787878788,0.00909090909090909,0.6342616373543646,-0.5757575757575758,0.25227272727272726,0.00909090909090909,0.24291881709460678,0.20833333333333334,-0.00909090909090909,0.00909090909090909,-0.00789481107751285,-0.687878787878788,-0.28848484848484846,-0.25859719831102523
972,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262304|20262304|20262304|20262305|20262308|20262306|20262305|20262304|20262302|20262309,20262302|20262303|20262304|20262305|20262303,20262302|20262303|20262304|20262305|20262303,0.696969696969697,0.0,0.6448235921956897,-0.6015151515151516,0.26136363636363635,0.0,0.25173852917458206,0.18257575757575759,0.0,0.0,4.678595951557847e-08,-0.696969696969697,-0.2739393939393939,-0.24827188726032873
